,rank,num_workers,size,collective,devices_per_node,max_devices_per_node,profiling_precision
459,0,8,11894784,all_reduce,8,8,BF16
460,0,8,11927552,all_reduce,8,8,BF16
461,0,8,11960320,all_reduce,8,8,BF16
462,0,8,11993088,all_reduce,8,8,BF16
463,0,8,12025856,all_reduce,8,8,BF16
464,0,8,12058624,all_reduce,8,8,BF16
465,0,8,12091392,all_reduce,8,8,BF16
466,0,8,12124160,all_reduce,8,8,BF16
467,0,8,12156928,all_reduce,8,8,BF16
468,0,8,12189696,all_reduce,8,8,BF16
469,0,8,12222464,all_reduce,8,8,BF16
470,0,8,12255232,all_reduce,8,8,BF16
471,0,8,12288000,all_reduce,8,8,BF16
472,0,8,12320768,all_reduce,8,8,BF16
473,0,8,12353536,all_reduce,8,8,BF16
474,0,8,12386304,all_reduce,8,8,BF16
475,0,8,12419072,all_reduce,8,8,BF16
476,0,8,12451840,all_reduce,8,8,BF16
477,0,8,12484608,all_reduce,8,8,BF16
478,0,8,12517376,all_reduce,8,8,BF16
479,0,8,12550144,all_reduce,8,8,BF16
480,0,8,12582912,all_reduce,8,8,BF16
481,0,8,12615680,all_reduce,8,8,BF16
482,0,8,12648448,all_reduce,8,8,BF16
483,0,8,12681216,all_reduce,8,8,BF16
484,0,8,12713984,all_reduce,8,8,BF16
485,0,8,12746752,all_reduce,8,8,BF16
486,0,8,12779520,all_reduce,8,8,BF16
487,0,8,12812288,all_reduce,8,8,BF16
488,0,8,12845056,all_reduce,8,8,BF16
489,0,8,12877824,all_reduce,8,8,BF16
490,0,8,12910592,all_reduce,8,8,BF16
491,0,8,12943360,all_reduce,8,8,BF16
492,0,8,12976128,all_reduce,8,8,BF16
493,0,8,13008896,all_reduce,8,8,BF16
494,0,8,13041664,all_reduce,8,8,BF16
495,0,8,13074432,all_reduce,8,8,BF16
496,0,8,13107200,all_reduce,8,8,BF16
497,0,8,13139968,all_reduce,8,8,BF16
498,0,8,13172736,all_reduce,8,8,BF16
499,0,8,13205504,all_reduce,8,8,BF16
500,0,8,13238272,all_reduce,8,8,BF16
501,0,8,13271040,all_reduce,8,8,BF16
502,0,8,13303808,all_reduce,8,8,BF16
503,0,8,13336576,all_reduce,8,8,BF16
504,0,8,13369344,all_reduce,8,8,BF16
505,0,8,13402112,all_reduce,8,8,BF16
506,0,8,13434880,all_reduce,8,8,BF16
507,0,8,13467648,all_reduce,8,8,BF16
508,0,8,13500416,all_reduce,8,8,BF16
509,0,8,13533184,all_reduce,8,8,BF16
510,0,8,13565952,all_reduce,8,8,BF16
511,0,8,13598720,all_reduce,8,8,BF16
512,0,8,13631488,all_reduce,8,8,BF16
513,0,8,13664256,all_reduce,8,8,BF16
514,0,8,13697024,all_reduce,8,8,BF16
515,0,8,13729792,all_reduce,8,8,BF16
516,0,8,13762560,all_reduce,8,8,BF16
517,0,8,13795328,all_reduce,8,8,BF16
518,0,8,13828096,all_reduce,8,8,BF16
519,0,8,13860864,all_reduce,8,8,BF16
520,0,8,13893632,all_reduce,8,8,BF16
521,0,8,13926400,all_reduce,8,8,BF16
522,0,8,13959168,all_reduce,8,8,BF16
523,0,8,13991936,all_reduce,8,8,BF16
524,0,8,14024704,all_reduce,8,8,BF16
525,0,8,14057472,all_reduce,8,8,BF16
526,0,8,14090240,all_reduce,8,8,BF16
527,0,8,14123008,all_reduce,8,8,BF16
528,0,8,14155776,all_reduce,8,8,BF16
529,0,8,14188544,all_reduce,8,8,BF16
530,0,8,14221312,all_reduce,8,8,BF16
